target_idx,target_stemtype,target_form,target_lemma,target_chapter,target_folio,target_line,position,is_target,form,lemma,stem,stemtype,case,number,chapter,folio,line
62223,etymological,словесемь҆,слово,33,194v,02,0,True,словесемь҆,слово,s stem,etymological,I,Sg,33,194v,02
62223,etymological,словесемь҆,слово,33,194v,02,1,False,и҅цѣли,ицѣлити,,,,Sg,33,194v,03
62223,etymological,словесемь҆,слово,33,194v,02,2,False,ти,ти,,,,,33,194v,03
62223,etymological,словесемь҆,слово,33,194v,02,3,False,томоу,тъ,,,Dt,Sg,33,194v,03
69837,etymological,словесемь҆,слово,38,215v,10,-3,False,и҅,и,,,,,38,215v,10
69837,etymological,словесемь҆,слово,38,215v,10,-2,False,свѣтълъ,свѣтьлъ,,,N,Sg,38,215v,10
69837,etymological,словесемь҆,слово,38,215v,10,-1,False,ѥ҅смь҆,бꙑти,,,,Sg,38,215v,10
69837,etymological,словесемь҆,слово,38,215v,10,0,True,словесемь҆,слово,s stem,etymological,I,Sg,38,215v,10
69837,etymological,словесемь҆,слово,38,215v,10,1,False,и҅,и,,,,,38,215v,10
69837,etymological,словесемь҆,слово,38,215v,10,2,False,глаголѫ,глаголати,,,,Sg,38,215v,11
69837,etymological,словесемь҆,слово,38,215v,10,3,False,къ,къ,,,,,38,215v,11
77921,analogical,словомъ,слово,41,237r,11,-3,False,въ,въ,,,,,41,237r,11
77921,analogical,словомъ,слово,41,237r,11,-2,False,поустꙑн҄и,поустꙑни,ja stem fem,,L,Sg,41,237r,11
77921,analogical,словомъ,слово,41,237r,11,-1,False,прогꙿналъ,прогънати,,,N,Sg,41,237r,11
77921,analogical,словомъ,слово,41,237r,11,0,True,словомъ,слово,s stem,analogical,I,Sg,41,237r,11
77921,analogical,словомъ,слово,41,237r,11,1,False,множь҆ство,мъножьство,o stem neutr,ambiguous,A,Sg,41,237r,12
77921,analogical,словомъ,слово,41,237r,11,2,False,бѣсъ,бѣсъ,o stem masc,etymological,G,Pl,41,237r,12
77921,analogical,словомъ,слово,41,237r,11,3,False,слово,слово,s stem,ambiguous,A,Sg,41,237r,12
77945,analogical,словомъ,слово,41,237r,16,-3,False,хромꙑѧ,хромъ,,,A,Pl,41,237r,16
77945,analogical,словомъ,слово,41,237r,16,-2,False,на,на,,,,,41,237r,16
77945,analogical,словомъ,слово,41,237r,16,-1,False,течень҆ѥ,течениѥ,jo stem neutr,etymological,A,Sg,41,237r,16
77945,analogical,словомъ,слово,41,237r,16,0,True,словомъ,слово,s stem,analogical,I,Sg,41,237r,16
77945,analogical,словомъ,слово,41,237r,16,1,False,ꙁъвааше,зъвати,,,,Sg,41,237r,16
77945,analogical,словомъ,слово,41,237r,16,2,False,о҅слабьѥ҅наа҅го,ослабити,,,G,Sg,41,237r,16
77945,analogical,словомъ,слово,41,237r,16,3,False,и҅сцѣливъ,ицѣлити,,,N,Sg,41,237r,17
77962,analogical,словомъ,слово,41,237r,19,-3,False,боурѫ,боурꙗ,ja stem fem,,A,Sg,41,237r,18
77962,analogical,словомъ,слово,41,237r,19,-2,False,вѣтрь҆нѫ,вѣтрьнъ,,,A,Sg,41,237r,19
77962,analogical,словомъ,слово,41,237r,19,-1,False,оутолилъ,оутолити,,,N,Sg,41,237r,19
77962,analogical,словомъ,слово,41,237r,19,0,True,словомъ,слово,s stem,analogical,I,Sg,41,237r,19
77962,analogical,словомъ,слово,41,237r,19,1,False,ѧ҅тиѥ,ѩтиѥ,jo stem neutr,etymological,N,Sg,41,237r,19
77962,analogical,словомъ,слово,41,237r,19,2,False,краꙗ,краи,jo stem masc,etymological,G,Sg,41,237r,19
77962,analogical,словомъ,слово,41,237r,19,3,False,риꙁꙑ,риза,a stem fem,,G,Sg,41,237r,19
78558,analogical,словомъ,слово,41,238v,11,-3,False,и҅мꙙ,имѧ,n stem,etymological,N,Sg,41,238v,10
78558,analogical,словомъ,слово,41,238v,11,-2,False,ѥ҅го,и,,,G,Sg,41,238v,10
78558,analogical,словомъ,слово,41,238v,11,-1,False,ѥ҅днѣмъ,ѥдинъ,,,I,Sg,41,238v,11
78558,analogical,словомъ,слово,41,238v,11,0,True,словомъ,слово,s stem,analogical,I,Sg,41,238v,11
78558,analogical,словомъ,слово,41,238v,11,1,False,о҅тъгонꙙ,отъгонити,,,N,Sg,41,238v,11
78558,analogical,словомъ,слово,41,238v,11,2,False,страсти,страсть,i stem fem,etymological,A,Pl,41,238v,11
78558,analogical,словомъ,слово,41,238v,11,3,False,ѥ҅дноѭ̑,ѥдинъ,,,I,Sg,41,238v,11
78572,analogical,словомъ,слово,41,238v,13,-3,False,силь҆нъ,сильнъ,,,N,Sg,41,238v,12
78572,analogical,словомъ,слово,41,238v,13,-2,False,дѣломъ,дѣло,o stem neutr,etymological,I,Sg,41,238v,13
78572,analogical,словомъ,слово,41,238v,13,-1,False,и҅,и,,,,,41,238v,13
78572,analogical,словомъ,слово,41,238v,13,0,True,словомъ,слово,s stem,analogical,I,Sg,41,238v,13
78572,analogical,словомъ,слово,41,238v,13,1,False,мороу,морѥ,jo stem neutr,etymological,Dt,Sg,41,238v,13
78572,analogical,словомъ,слово,41,238v,13,2,False,прѣштааше,прѣтити,,,,Sg,41,238v,13
78572,analogical,словомъ,слово,41,238v,13,3,False,и҅,и,,,,,41,238v,13
78581,analogical,словомъ,слово,41,238v,14,-3,False,силь҆нъ,сильнъ,,,N,Sg,41,238v,14
78581,analogical,словомъ,слово,41,238v,14,-2,False,дѣломъ,дѣло,o stem neutr,etymological,I,Sg,41,238v,14
78581,analogical,словомъ,слово,41,238v,14,-1,False,и҅,и,,,,,41,238v,14
78581,analogical,словомъ,слово,41,238v,14,0,True,словомъ,слово,s stem,analogical,I,Sg,41,238v,14
78581,analogical,словомъ,слово,41,238v,14,1,False,сь҆,съ,,,,,41,238v,14
78581,analogical,словомъ,слово,41,238v,14,2,False,прокаꙁы҆,проказа,a stem fem,,G,Sg,41,238v,14
78581,analogical,словомъ,слово,41,238v,14,3,False,съвлѣче,съвлѣщи,,,,Sg,41,238v,15
78595,analogical,словомъ,слово,41,238v,16,-3,False,и҅,и,,,,,41,238v,16
78595,analogical,словомъ,слово,41,238v,16,-2,False,о̑устѫпаа҅хѫ,оустѫпати,,,,Pl,41,238v,16
78595,analogical,словомъ,слово,41,238v,16,-1,False,силь҆нъ,сильнъ,,,N,Sg,41,238v,16
78595,analogical,словомъ,слово,41,238v,16,0,True,словомъ,слово,s stem,analogical,I,Sg,41,238v,16
78595,analogical,словомъ,слово,41,238v,16,1,False,касаа҅ше,касати,,,,Sg,41,238v,16
78595,analogical,словомъ,слово,41,238v,16,2,False,сꙙ,себе,,,A,Sg,41,238v,17
78595,analogical,словомъ,слово,41,238v,16,3,False,жъгомꙑи҅мъ,жещи,,,Dt,Pl,41,238v,17
78611,analogical,словомъ,слово,41,238v,19,-3,False,їꙁношаа҅ше,износити,,,,Sg,41,238v,18
78611,analogical,словомъ,слово,41,238v,19,-2,False,ть҆лѣнь҆нꙑѧ҆,тьлѣньнъ,,,A,Pl,41,238v,18
78611,analogical,словомъ,слово,41,238v,19,-1,False,силь҆нъ,сильнъ,,,N,Sg,41,238v,19
78611,analogical,словомъ,слово,41,238v,19,0,True,словомъ,слово,s stem,analogical,I,Sg,41,238v,19
78611,analogical,словомъ,слово,41,238v,19,1,False,вь҆ꙁь҆мъ,възѧти,,,N,Sg,41,238v,19
78611,analogical,словомъ,слово,41,238v,19,2,False,пꙙть҆,пѧть,,,A,Sg,41,238v,19
78611,analogical,словомъ,слово,41,238v,19,3,False,хлѣбъ,хлѣбъ,o stem masc,etymological,G,Pl,41,238v,19
78629,analogical,словомъ,слово,41,238v,22,-3,False,свиниѧ҆,свиниꙗ,ja stem fem,,A,Pl,41,238v,21
78629,analogical,словомъ,слово,41,238v,22,-2,False,посꙑлаа҅ше,посꙑлати,,,,Sg,41,238v,21
78629,analogical,словомъ,слово,41,238v,22,-1,False,силь҆нъ,сильнъ,,,N,Sg,41,238v,21
78629,analogical,словомъ,слово,41,238v,22,0,True,словомъ,слово,s stem,analogical,I,Sg,41,238v,22
78629,analogical,словомъ,слово,41,238v,22,1,False,касааше,касати,,,,Sg,41,238v,22
78629,analogical,словомъ,слово,41,238v,22,2,False,сꙙ,себе,,,A,Sg,41,238v,22
78629,analogical,словомъ,слово,41,238v,22,3,False,соусѣ,соухъ,,,Dt,Sg,41,238v,22
78646,analogical,словомъ,слово,41,238v,24,-3,False,и҅,и,,,,,41,238v,24
78646,analogical,словомъ,слово,41,238v,24,-2,False,їсъхнѣꙗ҅ше,исъхнѫти,,,,Sg,41,238v,24
78646,analogical,словомъ,слово,41,238v,24,-1,False,силь҆нъ,сильнъ,,,N,Sg,41,238v,24
78646,analogical,словомъ,слово,41,238v,24,0,True,словомъ,слово,s stem,analogical,I,Sg,41,238v,24
78646,analogical,словомъ,слово,41,238v,24,1,False,брь҆нии҅мъ,брьниѥ,jo stem neutr,etymological,I,Sg,41,238v,24
78646,analogical,словомъ,слово,41,238v,24,2,False,помаꙁаа҅ше,помазати,,,,Sg,41,238v,25
78646,analogical,словомъ,слово,41,238v,24,3,False,о҅чи,око,irregular s stem,,A,Du,41,238v,25
78657,analogical,словъмъ,слово,41,238v,26,-3,False,дѣлꙑ,дѣло,o stem neutr,etymological,I,Pl,41,238v,26
78657,analogical,словъмъ,слово,41,238v,26,-2,False,а҅рꙿхиереиска,архиереискъ,,,G,Sg,41,238v,26
78657,analogical,словъмъ,слово,41,238v,26,-1,False,свѣта,съвѣтъ,o stem masc,etymological,G,Sg,41,238v,26
78657,analogical,словъмъ,слово,41,238v,26,0,True,словъмъ,слово,s stem,analogical,I,Sg,41,238v,26
78657,analogical,словъмъ,слово,41,238v,26,1,False,о҅строуꙗаше,остроуꙗти,,,,Sg,41,238v,26
78657,analogical,словъмъ,слово,41,238v,26,2,False,сильнъ,сильнъ,,,N,Sg,41,238v,27
78657,analogical,словъмъ,слово,41,238v,26,3,False,словомъ,слово,s stem,analogical,I,Sg,41,238v,27
78660,analogical,словомъ,слово,41,238v,27,-3,False,словъмъ,слово,s stem,analogical,I,Sg,41,238v,26
78660,analogical,словомъ,слово,41,238v,27,-2,False,о҅строуꙗаше,остроуꙗти,,,,Sg,41,238v,26
78660,analogical,словомъ,слово,41,238v,27,-1,False,сильнъ,сильнъ,,,N,Sg,41,238v,27
78660,analogical,словомъ,слово,41,238v,27,0,True,словомъ,слово,s stem,analogical,I,Sg,41,238v,27
78660,analogical,словомъ,слово,41,238v,27,1,False,и҅,и,,,,,41,238v,27
78660,analogical,словомъ,слово,41,238v,27,2,False,дѣль҆мь҆,дѣло,o stem neutr,etymological,I,Sg,41,238v,27
78660,analogical,словомъ,слово,41,238v,27,3,False,водънааго,водьнъ,,,G,Sg,41,238v,27
78668,analogical,словомъ,слово,41,238v,28,-3,False,строуѧ,строуꙗ,ja stem fem,,A,Pl,41,238v,28
78668,analogical,словомъ,слово,41,238v,28,-2,False,и҅ꙁь҆лиꙗ,излиꙗти,,,,Sg,41,238v,28
78668,analogical,словомъ,слово,41,238v,28,-1,False,силь҆нъ,сильнъ,,,N,Sg,41,238v,28
78668,analogical,словомъ,слово,41,238v,28,0,True,словомъ,слово,s stem,analogical,I,Sg,41,238v,28
78668,analogical,словомъ,слово,41,238v,28,1,False,и҅,и,,,,,41,238v,28
78668,analogical,словомъ,слово,41,238v,28,2,False,дѣломъ,дѣло,o stem neutr,etymological,I,Sg,41,238v,28
78668,analogical,словомъ,слово,41,238v,28,3,False,прихождаа҅хѫ,приходити,,,,Pl,41,238v,28
78677,analogical,словомь҆,слово,41,238v,30,-3,False,ѥго,и,,,G,Sg,41,238v,29
78677,analogical,словомь҆,слово,41,238v,30,-2,False,и҅,и,,,,,41,238v,29
78677,analogical,словомь҆,слово,41,238v,30,-1,False,ѥ҅днѣмъ,ѥдинъ,,,I,Sg,41,238v,29
78677,analogical,словомь҆,слово,41,238v,30,0,True,словомь҆,слово,s stem,analogical,I,Sg,41,238v,30
78677,analogical,словомь҆,слово,41,238v,30,1,False,о҅нѣмь҆ꙗше,онѣмлꙗти,,,,Sg,41,238v,30
78677,analogical,словомь҆,слово,41,238v,30,2,False,ѧ҅,и,,,A,Pl,41,238v,30
78677,analogical,словомь҆,слово,41,238v,30,3,False,ѥ҅гда,ѥгда,,,,,41,238v,30
78708,analogical,словомъ,слово,41,239r,04,-3,False,сь҆вѣтъ,съвѣтъ,o stem masc,ambiguous,A,Sg,41,239r,03
78708,analogical,словомъ,слово,41,239r,04,-2,False,и҅хъ,и,,,G,Pl,41,239r,04
78708,analogical,словомъ,слово,41,239r,04,-1,False,силь҆нъ,сильнъ,,,N,Sg,41,239r,04
78708,analogical,словомъ,слово,41,239r,04,0,True,словомъ,слово,s stem,analogical,I,Sg,41,239r,04
78708,analogical,словомъ,слово,41,239r,04,1,False,и҅,и,,,,,41,239r,04
78708,analogical,словомъ,слово,41,239r,04,2,False,дѣломъ,дѣло,o stem neutr,etymological,I,Sg,41,239r,04
78708,analogical,словомъ,слово,41,239r,04,3,False,прѣдъ,прѣдъ,,,,,41,239r,04
82141,analogical,тѣломъ,тѣло,43,247v,23,-3,False,съ,съ,,,,,43,247v,23
82141,analogical,тѣломъ,тѣло,43,247v,23,-2,False,доушеѭ̑,доуша,ja stem fem,,I,Sg,43,247v,23
82141,analogical,тѣломъ,тѣло,43,247v,23,-1,False,и҅,и,,,,,43,247v,23
82141,analogical,тѣломъ,тѣло,43,247v,23,0,True,тѣломъ,тѣло,s stem,analogical,I,Sg,43,247v,23
82141,analogical,тѣломъ,тѣло,43,247v,23,1,False,достои҅ное҆,достоинъ,,,A,Sg,43,247v,23
82141,analogical,тѣломъ,тѣло,43,247v,23,2,False,съконь҆чаи҅мъ,съконьчати,,,,Pl,43,247v,24
82141,analogical,тѣломъ,тѣло,43,247v,23,3,False,да,да,,,,,43,247v,24
82261,analogical,тѣломъ,тѣло,43,248r,14,-3,False,съ,съ,,,,,43,248r,13
82261,analogical,тѣломъ,тѣло,43,248r,14,-2,False,хръстомъ,христ(ос)ъ,o stem masc,etymological,I,Sg,43,248r,13
82261,analogical,тѣломъ,тѣло,43,248r,14,-1,False,о҅нъ,онъ,,,N,Sg,43,248r,14
82261,analogical,тѣломъ,тѣло,43,248r,14,0,True,тѣломъ,тѣло,s stem,analogical,I,Sg,43,248r,14
82261,analogical,тѣломъ,тѣло,43,248r,14,1,False,о̑умрѣ,оумрѣти,,,,Sg,43,248r,14
82261,analogical,тѣломъ,тѣло,43,248r,14,2,False,и҅,и,,,,,43,248r,14
82261,analogical,тѣломъ,тѣло,43,248r,14,3,False,тѣломъ,тѣло,s stem,analogical,I,Sg,43,248r,14
82264,analogical,тѣломъ,тѣло,43,248r,14,-3,False,тѣломъ,тѣло,s stem,analogical,I,Sg,43,248r,14
82264,analogical,тѣломъ,тѣло,43,248r,14,-2,False,о̑умрѣ,оумрѣти,,,,Sg,43,248r,14
82264,analogical,тѣломъ,тѣло,43,248r,14,-1,False,и҅,и,,,,,43,248r,14
82264,analogical,тѣломъ,тѣло,43,248r,14,0,True,тѣломъ,тѣло,s stem,analogical,I,Sg,43,248r,14
82264,analogical,тѣломъ,тѣло,43,248r,14,1,False,въста,въстати,,,,Sg,43,248r,14
82264,analogical,тѣломъ,тѣло,43,248r,14,2,False,сии,сь,,,N,Pl,43,248r,14
82264,analogical,тѣломъ,тѣло,43,248r,14,3,False,же,же,,,,,43,248r,14
83803,analogical,тѣломъ,тѣло,44,252r,05,-3,False,приближи,приближити,,,,Sg,44,252r,05
83803,analogical,тѣломъ,тѣло,44,252r,05,-2,False,ми,азъ,,,Dt,Sg,44,252r,05
83803,analogical,тѣломъ,тѣло,44,252r,05,-1,False,сꙙ,себе,,,A,Sg,44,252r,05
83803,analogical,тѣломъ,тѣло,44,252r,05,0,True,тѣломъ,тѣло,s stem,analogical,I,Sg,44,252r,05
83803,analogical,тѣломъ,тѣло,44,252r,05,1,False,и҅,и,,,,,44,252r,06
83803,analogical,тѣломъ,тѣло,44,252r,05,2,False,доухомъ,доухъ,o stem masc,etymological,I,Sg,44,252r,06
83803,analogical,тѣломъ,тѣло,44,252r,05,3,False,и҅,и,,,,,44,252r,06
84131,analogical,словомъ,слово,44,252v,23,-3,False,ѥ҅ште,ѥще,,,,,44,252v,22
84131,analogical,словомъ,слово,44,252v,23,-2,False,твоѥго,твои,,,G,Sg,44,252v,22
84131,analogical,словомъ,слово,44,252v,23,-1,False,цѣсарьствиꙗ,цѣсарьствиѥ,jo stem neutr,etymological,G,Sg,44,252v,22
84131,analogical,словомъ,слово,44,252v,23,0,True,словомъ,слово,s stem,analogical,I,Sg,44,252v,23
84131,analogical,словомъ,слово,44,252v,23,1,False,о҅тꙙжѫ,отѧѕати,,,,Sg,44,252v,23
84131,analogical,словомъ,слово,44,252v,23,2,False,вѣдѣ,вѣдѣти,,,,Sg,44,252v,23
84131,analogical,словомъ,слово,44,252v,23,3,False,что,чьто,,,A,Sg,44,252v,23
87933,analogical,словомъ,слово,46,262r,06,-3,False,и҅,и,,,,,46,262r,06
87933,analogical,словомъ,слово,46,262r,06,-2,False,вь҆нимаѧ҆,вънимати,,,N,Sg,46,262r,06
87933,analogical,словомъ,слово,46,262r,06,-1,False,ꙗ҅коже,ꙗкоже,,,,,46,262r,06
87933,analogical,словомъ,слово,46,262r,06,0,True,словомъ,слово,s stem,analogical,I,Sg,46,262r,06
87933,analogical,словомъ,слово,46,262r,06,1,False,тъчьѭ̑,тъчиѭ,,,,,46,262r,06
87933,analogical,словомъ,слово,46,262r,06,2,False,довь҆ленъ,довольнъ,,,N,Sg,46,262r,06
87933,analogical,словомъ,слово,46,262r,06,3,False,бꙑвъ,бꙑти,,,N,Sg,46,262r,07
88100,analogical,тѣломъ,тѣло,46,262r,28,-3,False,и҅же,иже,,,N,Sg,46,262r,28
88100,analogical,тѣломъ,тѣло,46,262r,28,-2,False,дш꙯еѭ̑,доуша,ja stem fem,,I,Sg,46,262r,28
88100,analogical,тѣломъ,тѣло,46,262r,28,-1,False,и҅,и,,,,,46,262r,28
88100,analogical,тѣломъ,тѣло,46,262r,28,0,True,тѣломъ,тѣло,s stem,analogical,I,Sg,46,262r,28
88100,analogical,тѣломъ,тѣло,46,262r,28,1,False,проблѫдивь,проблѫдити,,,N,Sg,46,262r,29
88100,analogical,тѣломъ,тѣло,46,262r,28,2,False,сꙙ,себе,,,A,Sg,46,262r,29
88100,analogical,тѣломъ,тѣло,46,262r,28,3,False,о҅ть҆,отъ,,,,,46,262r,29
88692,etymological,словесемъ,слово,46,263v,22,-3,False,и҅,и,,,,,46,263v,21
88692,etymological,словесемъ,слово,46,263v,22,-2,False,о̑убои҅ства,оубоиство,o stem neutr,etymological,G,Sg,46,263v,21
88692,etymological,словесемъ,слово,46,263v,22,-1,False,въпадъ,въпасти,,,N,Sg,46,263v,21
88692,etymological,словесемъ,слово,46,263v,22,0,True,словесемъ,слово,s stem,etymological,I,Sg,46,263v,22
88692,etymological,словесемъ,слово,46,263v,22,1,False,покаа҅нь҆ѥ҆,покаꙗниѥ,jo stem neutr,etymological,A,Sg,46,263v,22
88692,etymological,словесемъ,слово,46,263v,22,2,False,о҅бавивъ,обавити,,,N,Sg,46,263v,22
88692,etymological,словесемъ,слово,46,263v,22,3,False,проштениѥ҆,прощениѥ,jo stem neutr,etymological,A,Sg,46,263v,22
89729,analogical,словомъ,слово,46,266r,24,-3,False,ѥ҅моу,и,,,Dt,Sg,46,266r,23
89729,analogical,словомъ,слово,46,266r,24,-2,False,ꙗ҅коже,ꙗкоже,,,,,46,266r,23
89729,analogical,словомъ,слово,46,266r,24,-1,False,ѥ҅моу,и,,,Dt,Sg,46,266r,23
89729,analogical,словомъ,слово,46,266r,24,0,True,словомъ,слово,s stem,analogical,I,Sg,46,266r,24
89729,analogical,словомъ,слово,46,266r,24,1,False,въскорѣ,въскорѣ,,,,,46,266r,24
89729,analogical,словомъ,слово,46,266r,24,2,False,прогонити,прогонити,,,,,46,266r,24
89729,analogical,словомъ,слово,46,266r,24,3,False,нечистꙑѧ҆,нечистъ,,,A,Pl,46,266r,24
90466,analogical,словомъ,слово,47,268r,13,-3,False,на,на,,,,,47,268r,13
90466,analogical,словомъ,слово,47,268r,13,-2,False,небесехъ,небо,s stem,etymological,L,Pl,47,268r,13
90466,analogical,словомъ,слово,47,268r,13,-1,False,и҅же,иже,,,N,Sg,47,268r,13
90466,analogical,словомъ,слово,47,268r,13,0,True,словомъ,слово,s stem,analogical,I,Sg,47,268r,13
90466,analogical,словомъ,слово,47,268r,13,1,False,свои҅мъ,свои,,,I,Sg,47,268r,13
90466,analogical,словомъ,слово,47,268r,13,2,False,сьтворивꙿ,сътворити,,,N,Sg,47,268r,13
90466,analogical,словомъ,слово,47,268r,13,3,False,вь҆сѣчь҆скаꙗ҆,вьсꙗчьскъ,,,A,Pl,47,268r,14
90843,analogical,тѣломъ,тѣло,47,269r,05,-3,False,крь҆штень҆ꙗ,крьщениѥ,jo stem neutr,etymological,G,Sg,47,269r,04
90843,analogical,тѣломъ,тѣло,47,269r,05,-2,False,е҅ухиѧ҆,еѵхи,,,G,Sg,47,269r,05
90843,analogical,тѣломъ,тѣло,47,269r,05,-1,False,надъ,надъ,,,,,47,269r,05
90843,analogical,тѣломъ,тѣло,47,269r,05,0,True,тѣломъ,тѣло,s stem,analogical,I,Sg,47,269r,05
90843,analogical,тѣломъ,тѣло,47,269r,05,1,False,ѥ҅го,и,,,G,Sg,47,269r,05
90843,analogical,тѣломъ,тѣло,47,269r,05,2,False,а҅кꙑ,акꙑ,,,,,47,269r,05
90843,analogical,тѣломъ,тѣло,47,269r,05,3,False,надъ,надъ,,,,,47,269r,05
92433,etymological,небесемъ,небо,48,273r,05,-3,False,чловѣкъ,чловѣкъ,o stem masc,etymological,G,Pl,48,273r,05
92433,etymological,небесемъ,небо,48,273r,05,-2,False,и҅же,иже,,,N,Pl,48,273r,05
92433,etymological,небесемъ,небо,48,273r,05,-1,False,подъ,подъ,,,,,48,273r,05
92433,etymological,небесемъ,небо,48,273r,05,0,True,небесемъ,небо,s stem,etymological,I,Sg,48,273r,05
92433,etymological,небесемъ,небо,48,273r,05,1,False,и҅,и,,,,,48,273r,05
92433,etymological,небесемъ,небо,48,273r,05,2,False,ѥ҅же,иже,,,N,Sg,48,273r,05
92433,etymological,небесемъ,небо,48,273r,05,3,False,о҅тъ,отъ,,,,,48,273r,05
94143,analogical,тѣломъ,тѣло,48,276v,23,-3,False,нѣмь҆,нѣмъ,,,N,Sg,48,276v,22
94143,analogical,тѣломъ,тѣло,48,276v,23,-2,False,и҅,и,,,,,48,276v,23
94143,analogical,тѣломъ,тѣло,48,276v,23,-1,False,всѣмъ,вьсь,,,I,Sg,48,276v,23
94143,analogical,тѣломъ,тѣло,48,276v,23,0,True,тѣломъ,тѣло,s stem,analogical,I,Sg,48,276v,23
94143,analogical,тѣломъ,тѣло,48,276v,23,1,False,раслабѥ҅нъ,раслаблѥнъ,,,N,Sg,48,276v,23
94143,analogical,тѣломъ,тѣло,48,276v,23,2,False,ѥ҅гоже,иже,,,G,Sg,48,276v,23
94143,analogical,тѣломъ,тѣло,48,276v,23,3,False,не,не,,,,,48,276v,23
94311,analogical,тѣломъ,тѣло,48,277r,17,-3,False,съкроушаѥ҅мъ,съкроушати,,,N,Sg,48,277r,17
94311,analogical,тѣломъ,тѣло,48,277r,17,-2,False,страждꙙ,страдати,,,N,Sg,48,277r,17
94311,analogical,тѣломъ,тѣло,48,277r,17,-1,False,вь҆сѣмъ,вьсь,,,I,Sg,48,277r,17
94311,analogical,тѣломъ,тѣло,48,277r,17,0,True,тѣломъ,тѣло,s stem,analogical,I,Sg,48,277r,17
94311,analogical,тѣломъ,тѣло,48,277r,17,1,False,и҅,и,,,,,48,277r,18
94311,analogical,тѣломъ,тѣло,48,277r,17,2,False,въ,въ,,,,,48,277r,18
94311,analogical,тѣломъ,тѣло,48,277r,17,3,False,толико,толикъ,,,A,Sg,48,277r,18
97544,analogical,словомъ,слово,48,284v,16,-3,False,и҅,и,,,,,48,284v,16
97544,analogical,словомъ,слово,48,284v,16,-2,False,коупꙿно,коупьно,,,,,48,284v,16
97544,analogical,словомъ,слово,48,284v,16,-1,False,съ,съ,,,,,48,284v,16
97544,analogical,словомъ,слово,48,284v,16,0,True,словомъ,слово,s stem,analogical,I,Sg,48,284v,16
97544,analogical,словомъ,слово,48,284v,16,1,False,о҅блачь҆цъ,облачьць,jo stem masc,etymological,N,Sg,48,284v,16
97544,analogical,словомъ,слово,48,284v,16,2,False,малъ,малъ,,,N,Sg,48,284v,17
97544,analogical,словомъ,слово,48,284v,16,3,False,ꙗ҅ви,авити,,,,Sg,48,284v,17
